Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Latitude,Longitude
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,8.96,2,0.0,4.3008,37.698471999999995,-122.40012200000001
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Labels,31.5,10,0.0,15.12,37.698471999999995,-122.40012200000001
Second Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,30.56,2,0.0,10.3904,37.698471999999995,-122.40012200000001
Second Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Tables,24.368,2,0.2,-3.3506,37.698471999999995,-122.40012200000001
Standard Class,Corporate,United States,Newark,Ohio,43055,East,Technology,Accessories,119.976,3,0.2,22.4955,40.072429,-82.404565
Standard Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,26.88,8,0.2,9.744,32.893643499999996,-96.79825149999999
First Class,Corporate,United States,Newark,Delaware,19711,East,Technology,Phones,83.97,3,0.0,23.5116,39.634869,-75.699339
First Class,Corporate,United States,Newark,Delaware,19711,East,Technology,Accessories,104.97,3,0.0,7.3479,39.634869,-75.699339
Second Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Storage,90.8,8,0.0,25.424,35.0936,-106.6423
Second Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Technology,Phones,140.736,8,0.2,49.2576,35.0936,-106.6423
Second Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Technology,Accessories,214.95,5,0.0,88.1295,35.0936,-106.6423
Second Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Paper,45.36,7,0.0,21.7728,35.0936,-106.6423
Second Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Paper,288.24,6,0.0,138.3552,35.0936,-106.6423
Same Day,Home Office,United States,Toledo,Ohio,43615,East,Office Supplies,Appliances,663.936,4,0.2,82.992,41.642,-83.5438
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Storage,2934.33,7,0.0,792.2691,39.634869,-75.699339
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Furnishings,124.41,3,0.0,14.9292,39.634869,-75.699339
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Art,57.75,5,0.0,26.565,39.634869,-75.699339
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Storage,114.46,2,0.0,28.615,33.973093,-118.247896
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Bookcases,120.666,2,0.15,18.4548,33.973093,-118.247896
Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Office Supplies,Storage,342.864,3,0.2,38.5722,32.893643499999996,-96.79825149999999
Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Furniture,Furnishings,16.74,5,0.6,-14.229,32.893643499999996,-96.79825149999999
Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Furniture,Chairs,981.372,2,0.3,-140.196,32.893643499999996,-96.79825149999999
Standard Class,Home Office,United States,San Diego,California,92037,West,Office Supplies,Art,31.84,8,0.0,10.5072,32.71852,-117.159316
First Class,Home Office,United States,Apple Valley,California,92307,West,Office Supplies,Paper,12.96,2,0.0,6.2208,34.529081,-117.2132
First Class,Home Office,United States,Apple Valley,California,92307,West,Technology,Phones,43.176,3,0.2,15.1116,34.529081,-117.2132
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,58.34,2,0.0,28.0032,38.2435,-85.7639
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Technology,Phones,539.97,3,0.0,134.9925,38.2435,-85.7639
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,3.928,1,0.2,1.3257,40.7128,-74.006
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,252.784,4,0.8,-417.0936,29.680678,-95.4122045
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Accessories,127.984,2,0.2,15.998,29.680678,-95.4122045
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Furnishings,3.984,2,0.6,-2.6892,29.680678,-95.4122045
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,12.992,2,0.8,-32.48,29.680678,-95.4122045
Second Class,Home Office,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,61.0,5,0.0,25.62,37.836111,-87.59
Second Class,Home Office,United States,Henderson,Kentucky,42420,South,Technology,Phones,671.93,7,0.0,188.1404,37.836111,-87.59
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Binders,447.86,7,0.0,219.4514,39.634869,-75.699339
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Phones,479.95,5,0.0,129.5865,39.634869,-75.699339
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,166.44,3,0.0,79.8912,39.634869,-75.699339
Same Day,Consumer,United States,Bolingbrook,Illinois,60440,Central,Office Supplies,Supplies,31.68,4,0.2,2.772,41.697605,-88.087315
Same Day,Consumer,United States,Bolingbrook,Illinois,60440,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,41.697605,-88.087315
Same Day,Consumer,United States,Bolingbrook,Illinois,60440,Central,Office Supplies,Fasteners,12.032,8,0.2,2.256,41.697605,-88.087315
Same Day,Consumer,United States,Bolingbrook,Illinois,60440,Central,Office Supplies,Appliances,5.768,2,0.8,-13.5548,41.697605,-88.087315
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Labels,33.12,4,0.2,11.592,32.7469,-97.3268
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Furniture,Bookcases,220.2656,4,0.32,-42.1096,32.7469,-97.3268
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,10.776,3,0.2,3.5022,40.7128,-74.006
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Bookcases,242.352,3,0.2,9.0882,40.7128,-74.006
Second Class,Corporate,United States,Providence,Rhode Island,2908,East,Office Supplies,Supplies,695.16,6,0.0,34.758,41.8255,-71.4114
Second Class,Corporate,United States,Providence,Rhode Island,2908,East,Furniture,Bookcases,220.98,1,0.0,50.8254,41.8255,-71.4114
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,12.957,7,0.7,-9.5018,40.1247775,-82.9944845
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,25.68,6,0.0,11.556,40.7128,-74.006
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Labels,15.712,4,0.2,5.6956,29.680678,-95.4122045
Standard Class,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Storage,298.464,6,0.2,26.1156,41.7704145,-88.278918
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,21.93,3,0.0,10.0878,37.2152,-93.295
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,242.94,3,0.0,4.8588,37.2152,-93.295
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,7.64,1,0.0,3.7436,37.2152,-93.295
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,51.84,8,0.0,25.4016,37.2152,-93.295
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,265.17,1,0.0,47.7306,37.2152,-93.295
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Machines,837.6,3,0.2,62.82,47.611435,-122.330456
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Envelopes,135.9,5,0.0,63.873,47.611435,-122.330456
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,34.68,6,0.0,16.9932,47.611435,-122.330456
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Chairs,532.704,6,0.2,-39.9528,47.611435,-122.330456
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Appliances,43.1,5,0.0,11.206,47.611435,-122.330456
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Supplies,15.88,4,0.0,0.1588,47.611435,-122.330456
First Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Chairs,1123.92,5,0.2,-182.637,28.038134,-81.939153
First Class,Corporate,United States,Lakeland,Florida,33801,South,Technology,Phones,249.584,2,0.2,31.198,28.038134,-81.939153
First Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Furnishings,48.672,3,0.2,7.3008,28.038134,-81.939153
First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Art,60.768,2,0.2,7.596,28.038134,-81.939153
First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Binders,78.6,5,0.7,-62.88,28.038134,-81.939153
First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Binders,3.768,2,0.7,-3.14,28.038134,-81.939153
First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Storage,1036.624,2,0.2,51.8312,28.038134,-81.939153
First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Storage,563.808,4,0.2,21.1428,28.038134,-81.939153
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,258.528,2,0.4,-47.3968,39.990599,-75.14464799999999
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,49.12,4,0.0,23.0864,40.7128,-74.006
First Class,Home Office,United States,Los Angeles,California,90049,West,Furniture,Furnishings,44.46,2,0.0,14.6718,33.973093,-118.247896
First Class,Home Office,United States,Los Angeles,California,90049,West,Furniture,Chairs,241.568,2,0.2,18.1176,33.973093,-118.247896
First Class,Home Office,United States,Los Angeles,California,90049,West,Technology,Accessories,395.0,5,0.0,39.5,33.973093,-118.247896
First Class,Home Office,United States,Los Angeles,California,90049,West,Technology,Phones,627.168,4,0.2,70.5564,33.973093,-118.247896
First Class,Corporate,United States,Oceanside,New York,11572,East,Furniture,Furnishings,13.28,2,0.0,6.3744,40.636199,-73.637533
First Class,Corporate,United States,Oceanside,New York,11572,East,Office Supplies,Binders,12.672,3,0.2,4.4352,40.636199,-73.637533
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,30.56,5,0.8,-45.84,32.893643499999996,-96.79825149999999
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Storage,77.952,3,0.2,-15.5904,32.893643499999996,-96.79825149999999
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Technology,Phones,67.992,1,0.2,8.499,32.893643499999996,-96.79825149999999
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Envelopes,12.224,2,0.2,4.4312,32.893643499999996,-96.79825149999999
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Technology,Accessories,44.784,2,0.2,-0.5598,32.893643499999996,-96.79825149999999
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Furniture,Furnishings,22.848,3,0.6,-17.7072,32.893643499999996,-96.79825149999999
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,206.43,3,0.0,90.8292,40.7128,-74.006
Same Day,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,210.392,2,0.8,-336.6272,29.5563755,-98.41956300000001
Second Class,Consumer,United States,Cincinnati,Ohio,45231,East,Technology,Accessories,119.96,5,0.2,35.988,39.0987965,-84.4064915
Second Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Art,10.608,6,0.2,0.9282,39.0987965,-84.4064915
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Furniture,Chairs,347.802,7,0.3,-24.843,30.31565466666667,-97.80144533333333
Second Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,Chairs,963.136,4,0.2,108.3528,47.611435,-122.330456
Second Class,Corporate,United States,Seattle,Washington,98105,West,Technology,Phones,88.776,3,0.2,7.7679,47.611435,-122.330456
Second Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Art,32.4,5,0.0,10.368,33.973093,-118.247896
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,32.4,5,0.0,15.552,40.7128,-74.006
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,31.05,3,0.0,14.904,47.611435,-122.330456
First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,Accessories,2025.36,6,0.2,607.608,40.072429,-82.404565
First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,Machines,1799.994,2,0.7,-2639.9912,40.072429,-82.404565
First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,Phones,101.988,2,0.4,-16.998,40.072429,-82.404565
First Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,Furnishings,262.864,7,0.2,69.0018,40.072429,-82.404565
Standard Class,Corporate,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Binders,735.98,2,0.0,331.191,45.0725,-93.4558
Second Class,Home Office,United States,Glendale,Arizona,85301,West,Office Supplies,Paper,93.024,3,0.2,33.7212,33.531122,-112.176703
Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Tables,284.364,2,0.4,-75.8304,40.7128,-74.006
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,26.0,2,0.0,11.7,40.7128,-74.006
First Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Storage,67.64,5,0.2,5.9185,34.737456,-77.462815
First Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Accessories,119.976,3,0.2,-17.9964,34.737456,-77.462815
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,5.18,5,0.8,-8.029,29.680678,-95.4122045
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,15.56,2,0.0,7.3132,37.698471999999995,-122.40012200000001
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,78.35,5,0.0,36.8245,37.698471999999995,-122.40012200000001
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,59.52,3,0.0,15.4752,37.698471999999995,-122.40012200000001
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,38.52,9,0.0,17.334,37.698471999999995,-122.40012200000001
Standard Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,239.984,2,0.2,23.9984,37.698471999999995,-122.40012200000001
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,19.35,3,0.0,9.4815,37.698471999999995,-122.40012200000001
First Class,Consumer,United States,Lansing,Michigan,48911,Central,Furniture,Furnishings,67.0,5,0.0,32.16,42.7329,-84.59755
Standard Class,Corporate,United States,Tallahassee,Florida,32303,South,Furniture,Chairs,390.272,8,0.2,-24.392,30.428563,-84.259337
Standard Class,Corporate,United States,Tallahassee,Florida,32303,South,Office Supplies,Paper,62.192,13,0.2,19.435,30.428563,-84.259337
Second Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,23.88,6,0.0,11.2236,34.0365065,-81.1065175
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,3.168,2,0.8,-4.752,41.885847,-87.618123
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Chairs,528.43,5,0.3,0.0,41.885847,-87.618123
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Art,13.392,3,0.2,1.5066,41.885847,-87.618123
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,181.86,7,0.0,50.9208,42.347429,-83.060398
Standard Class,Consumer,United States,Fort Collins,Colorado,80525,West,Furniture,Bookcases,180.588,2,0.7,-240.784,40.581293,-105.103884
Standard Class,Consumer,United States,Fort Collins,Colorado,80525,West,Technology,Accessories,47.984,2,0.2,0.5998,40.581293,-105.103884
Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,18.76,2,0.0,9.0048,40.7128,-74.006
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,20.94,3,0.0,6.0726,40.7128,-74.006
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,58.68,2,0.0,18.1908,40.7128,-74.006
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Appliances,254.9,5,0.0,68.823,40.7128,-74.006
Second Class,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Binders,9.64,2,0.0,4.4344,39.214103,-76.878807
Second Class,Corporate,United States,Columbia,Maryland,21044,East,Technology,Accessories,826.62,3,0.0,355.4466,39.214103,-76.878807
Second Class,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Storage,1633.14,9,0.0,473.6106,39.214103,-76.878807
Second Class,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Storage,544.38,3,0.0,157.8702,39.214103,-76.878807
First Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Binders,26.046,3,0.8,-44.2782,29.680678,-95.4122045
First Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,74.352,3,0.2,26.9526,29.680678,-95.4122045
Standard Class,Corporate,United States,Lowell,Massachusetts,1852,East,Technology,Phones,69.93,7,0.0,32.1678,42.656035,-71.305078
Second Class,Corporate,United States,Woodland,California,95695,West,Office Supplies,Labels,3.75,1,0.0,1.8,38.674294,-121.77932
Second Class,Corporate,United States,Woodland,California,95695,West,Office Supplies,Binders,20.928,4,0.2,7.5864,38.674294,-121.77932
Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,12.672,3,0.2,-3.168,41.885847,-87.618123
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,65.99,1,0.0,17.1574,40.7128,-74.006
Standard Class,Corporate,United States,Missouri City,Texas,77489,Central,Office Supplies,Binders,6.37,7,0.8,-9.555,29.570434,-95.542284
First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,3.648,3,0.8,-6.0192,29.680678,-95.4122045
First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,31.104,6,0.2,10.8864,29.680678,-95.4122045
Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Fasteners,23.34,3,0.0,0.2334,32.296701,-90.18547749999999
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,29.97,3,0.0,14.0859,40.7128,-74.006
Same Day,Consumer,United States,Tempe,Arizona,85281,West,Office Supplies,Binders,3.366,3,0.7,-2.244,33.4273,-111.9307
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Phones,95.968,4,0.2,9.5968,34.737456,-77.462815
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,18.704,7,0.2,2.338,39.990599,-75.14464799999999
Second Class,Consumer,United States,Akron,Ohio,44312,East,Furniture,Furnishings,149.232,3,0.2,3.7308,41.044852,-81.520048
Second Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Paper,15.936,4,0.2,5.7768,41.044852,-81.520048
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Phones,601.536,8,0.2,60.1536,32.71852,-117.159316
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Accessories,10.99,1,0.0,4.2861,32.71852,-117.159316
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,39.88,2,0.0,11.1664,32.71852,-117.159316
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,62.24,8,0.0,28.008,32.71852,-117.159316
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,53.2,5,0.0,14.896,32.71852,-117.159316
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,39.84,8,0.0,18.3264,32.71852,-117.159316
Standard Class,Corporate,United States,Fresno,California,93727,West,Technology,Accessories,349.95,5,0.0,118.983,36.841107,-119.800359
Standard Class,Corporate,United States,Fresno,California,93727,West,Technology,Phones,377.928,9,0.2,141.723,36.841107,-119.800359
Standard Class,Corporate,United States,Pearland,Texas,77581,Central,Office Supplies,Envelopes,13.392,3,0.2,5.022,29.561656,-95.272069
Standard Class,Corporate,United States,Pearland,Texas,77581,Central,Office Supplies,Binders,11.228,7,0.8,-18.5262,29.561656,-95.272069
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Office Supplies,Appliances,207.24,11,0.0,58.0272,39.83244,-84.893606
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,1.504,1,0.2,0.1692,39.990599,-75.14464799999999
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,34.848,2,0.2,6.534,39.990599,-75.14464799999999
First Class,Consumer,United States,San Mateo,California,94403,West,Office Supplies,Labels,75.18,6,0.0,35.3346,37.572271,-122.320262
Standard Class,Consumer,United States,Oakland,California,94601,West,Technology,Accessories,149.97,3,0.0,52.4895,37.780595,-122.216587
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,931.176,3,0.2,314.2719,40.7128,-74.006
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,430.88,2,0.0,124.9552,40.7128,-74.006
Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Paper,94.85,5,0.0,45.528,40.085043,-74.204199
Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Envelopes,51.12,4,0.0,23.004,40.085043,-74.204199
Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,Technology,Accessories,90.0,1,0.0,32.4,40.085043,-74.204199
First Class,Corporate,United States,Tempe,Arizona,85281,West,Office Supplies,Paper,9.408,2,0.2,3.4104,33.4273,-111.9307
First Class,Corporate,United States,Tempe,Arizona,85281,West,Office Supplies,Fasteners,4.672,2,0.2,1.46,33.4273,-111.9307
First Class,Corporate,United States,Tempe,Arizona,85281,West,Technology,Phones,318.4,2,0.2,107.46,33.4273,-111.9307
First Class,Corporate,United States,Tempe,Arizona,85281,West,Office Supplies,Envelopes,12.768,6,0.2,4.6284,33.4273,-111.9307
First Class,Corporate,United States,Tempe,Arizona,85281,West,Office Supplies,Supplies,15.36,2,0.2,-3.264,33.4273,-111.9307
First Class,Corporate,United States,Tempe,Arizona,85281,West,Technology,Phones,230.376,3,0.2,20.1579,33.4273,-111.9307
First Class,Corporate,United States,Tempe,Arizona,85281,West,Technology,Accessories,7.16,1,0.2,-0.0895,33.4273,-111.9307
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,375.34,1,0.0,18.767,40.7128,-74.006
Second Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,114.9,5,0.0,39.066,40.7128,-74.006
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,26.046,3,0.8,-44.2782,29.680678,-95.4122045
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,2.896,1,0.8,-4.7784,29.680678,-95.4122045
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Storage,32.544,2,0.2,-7.7292,29.680678,-95.4122045
First Class,Consumer,United States,Riverside,California,92503,West,Office Supplies,Binders,3.984,1,0.2,1.3944,33.9924,-117.369421
Same Day,Consumer,United States,Fairfield,Connecticut,6824,East,Furniture,Tables,181.797,1,0.3,-15.5826,41.1648,-73.2657
Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,44.94,3,0.0,12.5832,40.7128,-74.006
Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,45.576,3,0.2,15.9516,40.7128,-74.006
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Furniture,Chairs,318.43,5,0.3,-77.333,29.680678,-95.4122045
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Phones,122.92,7,0.2,46.095,29.680678,-95.4122045
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Furniture,Furnishings,7.068,3,0.6,-2.8272,29.680678,-95.4122045
First Class,Corporate,United States,Arlington,Virginia,22204,South,Office Supplies,Storage,56.45,5,0.0,14.677,38.887103,-77.093197
Second Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,13.468,13,0.8,-22.8956,41.885847,-87.618123
Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Technology,Phones,219.8,5,0.2,24.7275,32.76488,-97.01121
Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Furniture,Chairs,317.058,3,0.3,-18.1176,32.76488,-97.01121
Second Class,Corporate,United States,Seattle,Washington,98103,West,Technology,Accessories,49.08,3,0.0,4.908,47.611435,-122.330456
Second Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Storage,324.9,5,0.0,38.988,47.611435,-122.330456
Second Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,18.24,3,0.0,5.2896,47.611435,-122.330456
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Furniture,Chairs,113.888,2,0.2,9.9652,47.611435,-122.330456
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Technology,Phones,105.584,2,0.2,7.9188,47.611435,-122.330456
Standard Class,Corporate,United States,Grand Rapids,Michigan,49505,Central,Office Supplies,Fasteners,24.85,7,0.0,11.6795,42.9704,-85.6738
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,60.312,3,0.2,5.2773,39.990599,-75.14464799999999
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,7.056,3,0.2,2.205,41.885847,-87.618123
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Phones,27.184,2,0.2,2.0388,41.885847,-87.618123
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,107.984,1,0.2,9.4486,47.611435,-122.330456
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,19.296,3,0.2,6.03,47.611435,-122.330456
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Labels,4.608,2,0.2,1.6704,30.1961,-81.49889999999999
Second Class,Corporate,United States,Franklin,Tennessee,37064,South,Furniture,Tables,79.974,3,0.4,-29.3238,35.932782,-86.878833
Second Class,Corporate,United States,Franklin,Tennessee,37064,South,Office Supplies,Binders,2.946,2,0.7,-2.0622,35.932782,-86.878833
Standard Class,Home Office,United States,Highland Park,Illinois,60035,Central,Office Supplies,Binders,3.136,2,0.8,-4.704,42.179446,-87.805894
First Class,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,Paper,20.736,4,0.2,7.2576,29.692,-95.2005
First Class,Corporate,United States,San Francisco,California,94109,West,Technology,Accessories,99.98,2,0.0,7.9984,37.698471999999995,-122.40012200000001
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,733.95,7,0.0,352.296,37.698471999999995,-122.40012200000001
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Appliances,241.44,3,0.0,72.432,37.698471999999995,-122.40012200000001
Second Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Labels,10.08,4,0.2,3.528,25.779,-80.1982
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,281.904,2,0.2,10.5714,39.990599,-75.14464799999999
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Envelopes,201.432,3,0.2,67.9833,39.990599,-75.14464799999999
Standard Class,Consumer,United States,Decatur,Alabama,35601,South,Technology,Phones,135.98,2,0.0,33.995,34.589599,-86.98868
Standard Class,Consumer,United States,Decatur,Alabama,35601,South,Technology,Phones,44.95,1,0.0,12.586,34.589599,-86.98868
